0,工学学士,0,0,本科,工学,机械类,智能车辆工程,四年
0,工学学士,0,0,本科,工学,机械类,仿生科学与工程,四年
0,工学学士,0,0,本科,工学,机械类,新能源汽车工程,四年
0,工学学士,0,0,本科,工学,机械类,增材制造工程,四年
0,工学学士,0,0,本科,工学,机械类,智能交互设计,四年
0,工学学士,0,0,本科,工学,机械类,应急装备技术与工程,四年
0,工学学士,0,0,本科,工学,机械类,农林智能装备工程,四年
76,工学学士,12000,24,本科,工学,仪器类,测控技术与仪器,四年
0,工学学士,0,0,本科,工学,仪器类,精密仪器,四年
0,工学学士,0,0,本科,工学,仪器类,智能感知工程,四年
71,工学学士,12600,29,本科,工学,材料类,材料科学与工程,四年
75,理学学士,工学学士,12800,25,本科,工学,材料类,材料物理,四年
63,理学学士,工学学士,11500,37,本科,工学,材料类,材料化学,四年
89,工学学士,12500,11,本科,工学,材料类,冶金工程,四年
80,工学学士,11500,20,本科,工学,材料类,金属材料工程,四年
77,工学学士,10500,23,本科,工学,材料类,无机非金属材料工程,四年
68,工学学士,10800,32,本科,工学,材料类,高分子材料与工程,四年
72,工学学士,11500,28,本科,工学,材料类,复合材料与工程,四年
74,工学学士,12700,26,本科,工学,材料类,粉体材料科学与工程,四年
37,工学学士,10600,63,本科,工学,材料类,宝石及材料工艺学,四年
92,工学学士,12000,8,本科,工学,材料类,焊接技术与工程,四年，五年
66,工学学士,13200,34,本科,工学,材料类,功能材料,四年
57,工学学士,11500,43,本科,工学,材料类,纳米材料与技术,四年
78,工学学士,13100,22,本科,工学,材料类,新能源材料与器件,四年
0,工学学士,0,0,本科,工学,材料类,材料设计科学与工程,四年
0,工学学士,0,0,本科,工学,材料类,复合材料成型工程,四年
0,工学学士,0,0,本科,工学,材料类,智能材料与结构,四年
0,工学学士,0,0,本科,工学,材料类,光电信息材料与器件,四年
0,工学学士,0,0,本科,工学,材料类,生物材料,四年
0,工学学士,0,0,本科,工学,材料类,材料智能技术,四年
0,工学学士,0,0,本科,工学,材料类,电子信息材料,四年
0,工学学士,0,0,本科,工学,材料类,软物质科学与工程,四年
0,工学学士,0,0,本科,工学,材料类,稀土材料科学与工程,四年
84,工学学士,12800,16,本科,工学,能源动力类,能源与动力工程,四年
71,工学学士,15200,29,本科,工学,能源动力类,能源与环境系统工程,四年
72,工学学士,13400,28,本科,工学,能源动力类,新能源科学与工程,四年
0,工学学士,0,0,本科,工学,能源动力类,储能科学与工程,四年
0,工学学士,0,0,本科,工学,能源动力类,能源服务工程,四年
0,工学学士,0,0,本科,工学,能源动力类,氢能科学与工程,四年
0,工学学士,0,0,本科,工学,能源动力类,可持续能源,四年
82,工学学士,11300,18,本科,工学,电气类,电气工程及其自动化,四年
72,工学学士,14500,28,本科,工学,电气类,智能电网信息工程,四年
71,工学学士,18200,29,本科,工学,电气类,光源与照明,四年
80,工学学士,14700,20,本科,工学,电气类,电气工程与智能控制,四年
0,工学学士,0,0,本科,工学,电气类,电机电器智能化,四年
0,工学学士,0,0,本科,工学,电气类,电缆工程,四年
